Time,Irradiance,Temperature,Voltage,Current
2024-05-22 14:09:29.382379,0.0,10.246576794914873,30.0,0.0
2024-05-22 14:10:29.382374,0.0,10.23703992880067,30.0,0.0
2024-05-22 14:11:29.382369,0.0,10.227688935373212,30.0,0.0
2024-05-22 14:12:29.382364,0.0,10.218523992661943,30.0,0.0
2024-05-22 14:13:29.382358,0.0,10.209545275154163,30.0,0.0
2024-05-22 14:14:29.382353,0.0,10.200752953791705,30.0,0.0
2024-05-22 14:15:29.382348,0.0,10.192147195967694,30.0,0.0
2024-05-22 14:16:29.382342,0.0,10.18372816552336,30.0,0.0
2024-05-22 14:17:29.382164,0.0,10.175496022744904,30.0,0.0
2024-05-22 14:18:29.382149,0.0,10.167450924360452,30.0,0.0
2024-05-22 14:19:29.382141,0.0,10.159593023537091,30.0,0.0
2024-05-22 14:20:29.382136,0.0,10.15192246987792,30.0,0.0
2024-05-22 14:21:29.382131,0.0,10.144439409419224,30.0,0.0
2024-05-22 14:22:29.382126,0.0,10.137143984627686,30.0,0.0
2024-05-22 14:23:29.382120,0.0,10.13003633439768,30.0,0.0
2024-05-22 14:24:29.382115,0.0,10.123116594048623,30.0,0.0
2024-05-22 14:25:29.382110,0.0,10.116384895322394,30.0,0.0
2024-05-22 14:26:29.382105,0.0,10.10984136638083,30.0,0.0
2024-05-22 14:27:29.382100,0.0,10.103486131803297,30.0,0.0
2024-05-22 14:28:29.382095,0.0,10.097319312584297,30.0,0.0
2024-05-22 14:29:29.382090,0.0,10.091341026131177,30.0,0.0
2024-05-22 14:30:29.382085,0.0,10.085551386261896,30.0,0.0
2024-05-22 14:31:29.382080,0.0,10.07995050320285,30.0,0.0
2024-05-22 14:32:29.382074,0.0,10.07453848358678,30.0,0.0
2024-05-22 14:33:29.381958,0.0,10.069315430450738,30.0,0.0
2024-05-22 14:34:29.381953,0.0,10.064281443234126,30.0,0.0
2024-05-22 14:35:29.381948,0.0,10.059436617776804,30.0,0.0
2024-05-22 14:36:29.381943,0.0,10.054781046317267,30.0,0.0
2024-05-22 14:37:29.381938,0.0,10.050314817490882,30.0,0.0
2024-05-22 14:38:29.381933,0.0,10.046038016328213,30.0,0.0
2024-05-22 14:39:29.381928,0.0,10.041950724253383,30.0,0.0
2024-05-22 14:40:29.381923,0.0,10.038053019082545,30.0,0.0
2024-05-22 14:41:29.381918,0.0,10.034344975022385,30.0,0.0
2024-05-22 14:42:29.381913,0.0,10.030826662668721,30.0,0.0
2024-05-22 14:43:29.381908,0.0,10.027498149005144,30.0,0.0
2024-05-22 14:44:29.381902,0.0,10.024359497401758,30.0,0.0
2024-05-22 14:45:29.381897,0.0,10.021410767613965,30.0,0.0
2024-05-22 14:46:29.381892,0.0,10.01865201578133,30.0,0.0
2024-05-22 14:47:29.381887,0.0,10.016083294426512,30.0,0.0
2024-05-22 14:48:29.381882,0.0,10.013704652454262,30.0,0.0
2024-05-22 14:49:29.381877,0.0,10.011516135150494,30.0,0.0
2024-05-22 14:50:29.381872,0.0,10.009517784181423,30.0,0.0
2024-05-22 14:51:29.381867,0.0,10.007709637592772,30.0,0.0
2024-05-22 14:52:29.381855,0.0,10.006091729809043,30.0,0.0
2024-05-22 14:53:29.381850,0.0,10.004664091632872,30.0,0.0
2024-05-22 14:54:29.381845,0.0,10.003426750244428,30.0,0.0
2024-05-22 14:55:29.381840,0.0,10.002379729200909,30.0,0.0
2024-05-22 14:56:29.381835,0.0,10.001523048436088,30.0,0.0
2024-05-22 14:57:29.381830,0.0,10.000856724259929,30.0,0.0
2024-05-22 14:58:29.381825,0.0,10.000380769358287,30.0,0.0
2024-05-22 14:59:29.381820,0.0,10.000095192792655,30.0,0.0
2024-05-22 15:00:29.381814,0.0,10.0,30.0,0.0
2024-05-22 15:01:29.381809,0.0,10.000095192792655,30.0,0.0
2024-05-22 15:02:29.381804,0.0,10.000380769358287,30.0,0.0
2024-05-22 15:03:29.381799,0.0,10.000856724259929,30.0,0.0
2024-05-22 15:04:29.381794,0.0,10.001523048436088,30.0,0.0
2024-05-22 15:05:29.381789,0.0,10.002379729200909,30.0,0.0
2024-05-22 15:06:29.381784,0.0,10.003426750244428,30.0,0.0
2024-05-22 15:07:29.381779,0.0,10.00466409163287,30.0,0.0
2024-05-22 15:08:29.381774,0.0,10.006091729809043,30.0,0.0
2024-05-22 15:09:29.381769,0.0,10.007709637592772,30.0,0.0
2024-05-22 15:10:29.381764,0.0,10.009517784181423,30.0,0.0
2024-05-22 15:11:29.381759,0.0,10.011516135150494,30.0,0.0
2024-05-22 15:12:29.381754,0.0,10.013704652454262,30.0,0.0
2024-05-22 15:13:29.381749,0.0,10.016083294426512,30.0,0.0
2024-05-22 15:14:29.381744,0.0,10.01865201578133,30.0,0.0
2024-05-22 15:15:29.381738,0.0,10.021410767613965,30.0,0.0
2024-05-22 15:16:29.381733,0.0,10.024359497401758,30.0,0.0
2024-05-22 15:17:29.381728,0.0,10.027498149005144,30.0,0.0
2024-05-22 15:18:29.381723,0.0,10.03082666266872,30.0,0.0
2024-05-22 15:19:29.381718,0.0,10.034344975022385,30.0,0.0
2024-05-22 15:20:29.381713,0.0,10.038053019082545,30.0,0.0
2024-05-22 15:21:29.381708,0.0,10.041950724253383,30.0,0.0
2024-05-22 15:22:29.381703,0.0,10.046038016328211,30.0,0.0
2024-05-22 15:23:29.381698,0.0,10.050314817490882,30.0,0.0
2024-05-22 15:24:29.381693,0.0,10.054781046317267,30.0,0.0
2024-05-22 15:25:29.381688,0.0,10.059436617776804,30.0,0.0
2024-05-22 15:26:29.381683,0.0,10.064281443234124,30.0,0.0
2024-05-22 15:27:29.381678,0.0,10.069315430450738,30.0,0.0
2024-05-22 15:28:29.381672,0.0,10.07453848358678,30.0,0.0
2024-05-22 15:29:29.381667,0.0,10.07995050320285,30.0,0.0
2024-05-22 15:30:29.381662,0.0,10.085551386261894,30.0,0.0
2024-05-22 15:31:29.381657,0.0,10.091341026131177,30.0,0.0
2024-05-22 15:32:29.381652,0.0,10.097319312584297,30.0,0.0
2024-05-22 15:33:29.381647,0.0,10.103486131803297,30.0,0.0
2024-05-22 15:34:29.381642,0.0,10.10984136638083,30.0,0.0
2024-05-22 15:35:29.381637,0.0,10.116384895322394,30.0,0.0
2024-05-22 15:36:29.381632,0.0,10.123116594048621,30.0,0.0
2024-05-22 15:37:29.381627,0.0,10.13003633439768,30.0,0.0
2024-05-22 15:38:29.381621,0.0,10.137143984627684,30.0,0.0
2024-05-22 15:39:29.381616,0.0,10.144439409419222,30.0,0.0
2024-05-22 15:40:29.381611,0.0,10.151922469877919,30.0,0.0
2024-05-22 15:41:29.381606,0.0,10.15959302353709,30.0,0.0
2024-05-22 15:42:29.381601,0.0,10.167450924360454,30.0,0.0
2024-05-22 15:43:29.381596,0.0,10.175496022744902,30.0,0.0
2024-05-22 15:44:29.381591,0.0,10.183728165523359,30.0,0.0
2024-05-22 15:45:29.381586,0.0,10.192147195967694,30.0,0.0
2024-05-22 15:46:29.381581,0.0,10.200752953791703,30.0,0.0
2024-05-22 15:47:29.381576,0.0,10.209545275154161,30.0,0.0
2024-05-22 15:48:29.381571,0.0,10.218523992661945,30.0,0.0
2024-05-22 15:49:29.381566,0.0,10.227688935373212,30.0,0.0
2024-05-22 15:50:29.381561,0.0,10.237039928800666,30.0,0.0
2024-05-22 15:51:29.381556,0.0,10.246576794914873,30.0,0.0
2024-05-22 15:52:29.381551,0.0,10.256299352147648,30.0,0.0
2024-05-22 15:53:29.381545,0.0,10.266207415395513,30.0,0.0
2024-05-22 15:54:29.381540,0.0,10.276300796023234,30.0,0.0
2024-05-22 15:55:29.381535,0.0,10.286579301867386,30.0,0.0
2024-05-22 15:56:29.381530,0.0,10.297042737240034,30.0,0.0
2024-05-22 15:57:29.381525,0.0,10.307690902932457,30.0,0.0
2024-05-22 15:58:29.381520,0.0,10.318523596218922,30.0,0.0
2024-05-22 15:59:29.381514,0.0,10.329540610860569,30.0,0.0
2024-05-22 16:00:29.381509,0.0,10.340741737109315,30.0,0.0
2024-05-22 16:01:29.381504,0.0,10.35212676171187,30.0,0.0
2024-05-22 16:02:29.381499,0.0,10.36369546791377,30.0,0.0
2024-05-22 16:03:29.381494,0.0,10.375447635463527,30.0,0.0
2024-05-22 16:04:29.381488,0.0,10.387383040616813,30.0,0.0
2024-05-22 16:05:29.381483,0.0,10.399501456140714,30.0,0.0
2024-05-22 16:06:29.381478,0.0,10.411802651318068,30.0,0.0
2024-05-22 16:07:29.381473,0.0,10.424286391951853,30.0,0.0
2024-05-22 16:08:29.381468,0.0,10.436952440369646,30.0,0.0
2024-05-22 16:09:29.381463,0.0,10.449800555428133,30.0,0.0
2024-05-22 16:10:29.381458,0.0,10.46283049251773,30.0,0.0
2024-05-22 16:11:29.381453,0.0,10.476042003567215,30.0,0.0
2024-05-22 16:12:29.381448,0.0,10.489434837048464,30.0,0.0
2024-05-22 16:13:29.381443,0.0,10.50300873798123,30.0,0.0
2024-05-22 16:14:29.381437,0.0,10.516763447938004,30.0,0.0
2024-05-22 16:15:29.381432,0.0,10.530698705048943,30.0,0.0
2024-05-22 16:16:29.381427,0.0,10.54481424400683,30.0,0.0
2024-05-22 16:17:29.381415,0.0,10.559109796072155,30.0,0.0
2024-05-22 16:18:29.381410,0.0,10.573585089078216,30.0,0.0
2024-05-22 16:19:29.381405,0.0,10.588239847436293,30.0,0.0
2024-05-22 16:20:29.381400,0.0,10.603073792140915,30.0,0.0
2024-05-22 16:21:29.381395,0.0,10.618086640775159,30.0,0.0
2024-05-22 16:22:29.381390,0.0,10.633278107516023,30.0,0.0
2024-05-22 16:23:29.381384,0.0,10.648647903139883,30.0,0.0
2024-05-22 16:24:29.381379,0.0,10.664195735027983,30.0,0.0
2024-05-22 16:25:29.381374,0.0,10.679921307172014,30.0,0.0
2024-05-22 16:26:29.381369,0.0,10.695824320179756,30.0,0.0
2024-05-22 16:27:29.381364,0.0,10.711904471280759,30.0,0.0
2024-05-22 16:28:29.381359,0.0,10.728161454332126,30.0,0.0
2024-05-22 16:29:29.381354,0.0,10.744594959824335,30.0,0.0
2024-05-22 16:30:29.381349,0.0,10.761204674887134,30.0,0.0
2024-05-22 16:31:29.381344,0.0,10.777990283295482,30.0,0.0
2024-05-22 16:32:29.381339,0.0,10.794951465475595,30.0,0.0
2024-05-22 16:33:29.381334,0.0,10.812087898511018,30.0,0.0
2024-05-22 16:34:29.381329,0.0,10.82939925614876,30.0,0.0
2024-05-22 16:35:29.381324,0.0,10.846885208805528,30.0,0.0
2024-05-22 16:36:29.381318,0.0,10.86454542357399,30.0,0.0
2024-05-22 16:37:29.381313,0.0,10.882379564229115,30.0,0.0
2024-05-22 16:38:29.381308,0.0,10.900387291234567,30.0,0.0
2024-05-22 16:39:29.381303,0.0,10.918568261749185,30.0,0.0
2024-05-22 16:40:29.381298,0.0,10.936922129633498,30.0,0.0
2024-05-22 16:41:29.381293,0.0,10.95544854545632,30.0,0.0
2024-05-22 16:42:29.381288,0.0,10.974147156501392,30.0,0.0
2024-05-22 16:43:29.381283,0.0,10.993017606774117,30.0,0.0
2024-05-22 16:44:29.381278,0.0,11.01205953700833,30.0,0.0
2024-05-22 16:45:29.381273,0.0,11.031272584673115,30.0,0.0
2024-05-22 16:46:29.381268,0.0,11.050656383979746,30.0,0.0
2024-05-22 16:47:29.381263,0.0,11.070210565888626,30.0,0.0
2024-05-22 16:48:29.381258,0.0,11.08993475811632,30.0,0.0
2024-05-22 16:49:29.381253,0.0,11.109828585142633,30.0,0.0
2024-05-22 16:50:29.381248,0.0,11.12989166821778,30.0,0.0
2024-05-22 16:51:29.381243,0.0,11.15012362536958,30.0,0.0
2024-05-22 16:52:29.381238,0.0,11.170524071410728,30.0,0.0
2024-05-22 16:53:29.381232,0.0,11.191092617946145,30.0,0.0
2024-05-22 16:54:29.381227,0.0,11.211828873380346,30.0,0.0
2024-05-22 16:55:29.381222,0.0,11.23273244292492,30.0,0.0
2024-05-22 16:56:29.381217,0.0,11.253802928606044,30.0,0.0
2024-05-22 16:57:29.381212,0.0,11.27503992927203,30.0,0.0
2024-05-22 16:58:29.381207,0.0,11.296443040601002,30.0,0.0
2024-05-22 16:59:29.381202,0.0,11.31801185510858,30.0,0.0
2024-05-22 17:00:29.381196,0.0,11.339745962155614,30.0,0.0
2024-05-22 17:01:29.381191,0.0,11.361644947956043,30.0,0.0
2024-05-22 17:02:29.381186,0.0,11.38370839558474,30.0,0.0
2024-05-22 17:03:29.381181,0.0,11.405935884985475,30.0,0.0
2024-05-22 17:04:29.381176,0.0,11.428326992978876,30.0,0.0
2024-05-22 17:05:29.381171,0.0,11.450881293270532,30.0,0.0
2024-05-22 17:06:29.381166,0.0,11.47359835645908,30.0,0.0
2024-05-22 17:07:29.381161,0.0,11.496477750044372,30.0,0.0
2024-05-22 17:08:29.381156,0.0,11.519519038435739,30.0,0.0
2024-05-22 17:09:29.381151,0.0,11.542721782960264,30.0,0.0
2024-05-22 17:10:29.381146,0.0,11.566085541871143,30.0,0.0
2024-05-22 17:11:29.381141,0.0,11.589609870356075,30.0,0.0
2024-05-22 17:12:29.381136,0.0,11.613294320545757,30.0,0.0
2024-05-22 17:13:29.381131,0.0,11.637138441522401,30.0,0.0
2024-05-22 17:14:29.381126,0.0,11.661141779328316,30.0,0.0
2024-05-22 17:15:29.381121,0.0,11.685303876974546,30.0,0.0
2024-05-22 17:16:29.381116,0.0,11.70962427444958,30.0,0.0
2024-05-22 17:17:29.381111,0.0,11.734102508728114,30.0,0.0
2024-05-22 17:18:29.381106,0.0,11.758738113779842,30.0,0.0
2024-05-22 17:19:29.381101,0.0,11.78353062057836,30.0,0.0
2024-05-22 17:20:29.381095,0.0,11.808479557110083,30.0,0.0
2024-05-22 17:21:29.381090,0.0,11.83358444838321,30.0,0.0
2024-05-22 17:22:29.381085,0.0,11.858844816436804,30.0,0.0
2024-05-22 17:23:29.381080,0.0,11.884260180349877,30.0,0.0
2024-05-22 17:24:29.381075,0.0,11.909830056250524,30.0,0.0
2024-05-22 17:25:29.381070,0.0,11.93555395732517,30.0,0.0
2024-05-22 17:26:29.381065,0.0,11.961431393827826,30.0,0.0
2024-05-22 17:27:29.381060,0.0,11.987461873089392,30.0,0.0
2024-05-22 17:28:29.381055,0.0,12.013644899527074,30.0,0.0
2024-05-22 17:29:29.381050,0.0,12.03997997465378,30.0,0.0
2024-05-22 17:30:29.381045,0.0,12.066466597087649,30.0,0.0
2024-05-22 17:31:29.381040,0.0,12.093104262561564,30.0,0.0
2024-05-22 17:32:29.381035,0.0,12.119892463932782,30.0,0.0
2024-05-22 17:33:29.381030,0.0,12.146830691192552,30.0,0.0
2024-05-22 17:34:29.381025,0.0,12.17391843147586,30.0,0.0
2024-05-22 17:35:29.381020,0.0,12.201155169071178,30.0,0.0
2024-05-22 17:36:29.381014,0.0,12.228540385430293,30.0,0.0
2024-05-22 17:37:29.381009,0.0,12.256073559178143,30.0,0.0
2024-05-22 17:38:29.381004,0.0,12.283754166122797,30.0,0.0
2024-05-22 17:39:29.380999,0.0,12.311581679265405,30.0,0.0
2024-05-22 17:40:29.380994,0.0,12.33955556881022,30.0,0.0
2024-05-22 17:41:29.380989,0.0,12.367675302174709,30.0,0.0
2024-05-22 17:42:29.380970,0.0,12.395940343999687,30.0,0.0
2024-05-22 17:43:29.380965,0.0,12.424350156159504,30.0,0.0
2024-05-22 17:44:29.380960,0.0,12.452904197772277,30.0,0.0
2024-05-22 17:45:29.380955,0.0,12.48160192521022,30.0,0.0
2024-05-22 17:46:29.380950,0.0,12.510442792109973,30.0,0.0
2024-05-22 17:47:29.380945,0.0,12.539426249383004,30.0,0.0
2024-05-22 17:48:29.380940,0.0,12.568551745226054,30.0,0.0
2024-05-22 17:49:29.380935,0.0,12.597818725131674,30.0,0.0
2024-05-22 17:50:29.380930,0.0,12.627226631898758,30.0,0.0
2024-05-22 17:51:29.380925,0.0,12.656774905643143,30.0,0.0
2024-05-22 17:52:29.380920,0.0,12.68646298380829,30.0,0.0
2024-05-22 17:53:29.380915,0.0,12.716290301175997,30.0,0.0
2024-05-22 17:54:29.380910,0.0,12.74625628987712,30.0,0.0
2024-05-22 17:55:29.380904,0.0,12.776360379402446,30.0,0.0
2024-05-22 17:56:29.380899,0.0,12.806601996613487,30.0,0.0
2024-05-22 17:57:29.380894,0.0,12.836980565753455,30.0,0.0
2024-05-22 17:58:29.380889,0.0,12.867495508458187,30.0,0.0
2024-05-22 17:59:29.380884,0.0,12.898146243767147,30.0,0.0
2024-05-22 18:00:29.380879,0.0,12.928932188134523,30.0,0.0
2024-05-22 18:01:29.380874,0.0,12.95985275544032,30.0,0.0
2024-05-22 18:02:29.380869,0.0,12.990907357001493,30.0,0.0
2024-05-22 18:03:29.380864,0.0,13.022095401583197,30.0,0.0
2024-05-22 18:04:29.380859,0.0,13.053416295410024,30.0,0.0
2024-05-22 18:05:29.380854,0.0,13.084869442177308,30.0,0.0
2024-05-22 18:06:29.380849,0.0,13.11645424306246,30.0,0.0
2024-05-22 18:07:29.380843,0.0,13.148170096736406,30.0,0.0
2024-05-22 18:08:29.380838,0.0,13.180016399375017,30.0,0.0
2024-05-22 18:09:29.380833,0.0,13.211992544670583,30.0,0.0
2024-05-22 18:10:29.380828,0.0,13.244097923843395,30.0,0.0
2024-05-22 18:11:29.380823,0.0,13.276331925653315,30.0,0.0
2024-05-22 18:12:29.380818,0.0,13.30869393641142,30.0,0.0
2024-05-22 18:13:29.380813,0.0,13.341183339991655,30.0,0.0
2024-05-22 18:14:29.380808,0.0,13.373799517842622,30.0,0.0
2024-05-22 18:15:29.380803,0.0,13.406541848999307,30.0,0.0
2024-05-22 18:16:29.380798,0.0,13.439409710094926,30.0,0.0
2024-05-22 18:17:29.380793,0.0,13.472402475372771,30.0,0.0
2024-05-22 18:18:29.380788,0.0,13.505519516698158,30.0,0.0
2024-05-22 18:19:29.380782,0.0,13.538760203570362,30.0,0.0
2024-05-22 18:20:29.380770,0.0,13.572123903134603,30.0,0.0
2024-05-22 18:21:29.380754,0.0,13.605609980194147,30.0,0.0
2024-05-22 18:22:29.380741,0.0,13.639217797222354,30.0,0.0
2024-05-22 18:23:29.380730,0.0,13.672946714374838,30.0,0.0
2024-05-22 18:24:29.380721,0.0,13.706796089501623,30.0,0.0
2024-05-22 18:25:29.380712,0.0,13.74076527815941,30.0,0.0
2024-05-22 18:26:29.380702,0.0,13.774853633623803,30.0,0.0
2024-05-22 18:27:29.380693,0.0,13.809060506901657,30.0,0.0
2024-05-22 18:28:29.380684,0.0,13.843385246743418,30.0,0.0
2024-05-22 18:29:29.380676,0.0,13.877827199655506,30.0,0.0
2024-05-22 18:30:29.380667,0.0,13.912385709912797,30.0,0.0
2024-05-22 18:31:29.380653,0.0,13.94706011957106,30.0,0.0
2024-05-22 18:32:29.380629,0.0,13.981849768479517,30.0,0.0
2024-05-22 18:33:29.380614,0.0,14.016753994293406,30.0,0.0
2024-05-22 18:34:29.380607,0.0,14.05177213248659,30.0,0.0
2024-05-22 18:35:29.380601,0.0,14.086903516364178,30.0,0.0
2024-05-22 18:36:29.380596,0.0,14.122147477075266,30.0,0.0
2024-05-22 18:37:29.380591,0.0,14.157503343625653,30.0,0.0
2024-05-22 18:38:29.380586,0.0,14.192970442890603,30.0,0.0
2024-05-22 18:39:29.380581,0.0,14.228548099627663,30.0,0.0
2024-05-22 18:40:29.380576,0.0,14.264235636489534,30.0,0.0
2024-05-22 18:41:29.380571,0.0,14.30003237403697,30.0,0.0
2024-05-22 18:42:29.380565,0.0,14.33593763075167,30.0,0.0
2024-05-22 18:43:29.380560,0.0,14.371950723049311,30.0,0.0
2024-05-22 18:44:29.380555,0.0,14.408070965292527,30.0,0.0
2024-05-22 18:45:29.380550,0.0,14.444297669803978,30.0,0.0
2024-05-22 18:46:29.380545,0.0,14.480630146879417,30.0,0.0
2024-05-22 18:47:29.380540,0.0,14.517067704800857,30.0,0.0
2024-05-22 18:48:29.380534,0.0,14.553609649849722,30.0,0.0
2024-05-22 18:49:29.380529,0.0,14.59025528632006,30.0,0.0
2024-05-22 18:50:29.380524,0.0,14.627003916531757,30.0,0.0
2024-05-22 18:51:29.380519,0.0,14.663854840843879,30.0,0.0
2024-05-22 18:52:29.380514,0.0,14.70080735766795,30.0,0.0
2024-05-22 18:53:29.380509,0.0,14.7378607634813,30.0,0.0
2024-05-22 18:54:29.380503,0.0,14.775014352840506,30.0,0.0
2024-05-22 18:55:29.380498,0.0,14.812267418394786,30.0,0.0
2024-05-22 18:56:29.380493,0.0,14.849619250899455,30.0,0.0
2024-05-22 18:57:29.380488,0.0,14.887069139229475,30.0,0.0
2024-05-22 18:58:29.380483,0.0,14.924616370392958,30.0,0.0
2024-05-22 18:59:29.380477,0.0,14.962260229544736,30.0,0.0
2024-05-22 19:00:29.380472,0.0,15.000000000000004,30.0,0.0
2024-05-22 19:01:29.380467,0.0,15.037834963247919,30.0,0.0
2024-05-22 19:02:29.380462,0.0,15.075764398965326,30.0,0.0
2024-05-22 19:03:29.380457,0.0,15.113787585030455,30.0,0.0
2024-05-22 19:04:29.380451,0.0,15.151903797536631,30.0,0.0
2024-05-22 19:05:29.380446,0.0,15.190112310806121,30.0,0.0
2024-05-22 19:06:29.380433,0.0,15.228412397403913,30.0,0.0
2024-05-22 19:07:29.380428,0.0,15.266803328151568,30.0,0.0
2024-05-22 19:08:29.380423,0.0,15.305284372141092,30.0,0.0
2024-05-22 19:09:29.380417,0.0,15.343854796748882,30.0,0.0
2024-05-22 19:10:29.380412,0.0,15.382513867649656,30.0,0.0
